comment_id,token,polarity,lime_weight,shap_weight,ig_weight,deeplift_weight,human_annot,exai4_mean,exai4_median,exai3_mean,exai3_median,exai2_mean,exai2_median,lime_hard,shap_hard,ig_hard,deeplift_hard,exai4_mean_hard,exai4_median_hard,exai3_mean_hard,exai3_median_hard,exai2_mean_hard
1024,فندق,positive,0.9293013183930703,0.1804366993632156,0.37638432391955967,0.6338068246841431,0,0.5299822915899972,0.5050955743018514,0.4953741138919485,0.37638432391955967,0.5548690088781429,0.5548690088781429,1,1,1,1,1,1,1,1,1
1024,يناسب,positive,-1.0,0.2617583056374839,-0.08147466378520996,-1.0,0,-0.4549290895369315,-0.540737331892605,-0.273238786049242,-0.08147466378520996,-0.36912084718125804,-0.36912084718125804,0,1,1,1,1,1,1,1,1
1024,إمكان,positive,1.0,0.6869730112273427,-0.030490975114352947,0.003975510597229004,1,0.4151143866775547,0.34547426091228584,0.5521606787043299,0.6869730112273427,0.8434865056136713,0.8434865056136713,1,1,1,1,1,1,1,1,1
1024,##ياتك,positive,-0.3228863752381339,1.0,0.1759412943224501,0.1564697027206421,1,0.25238115545123957,0.1662054985215461,0.28435163969477206,0.1759412943224501,0.33855681238093305,0.33855681238093305,1,1,1,1,1,1,1,1,1
1024,إن,positive,-0.1899364325866406,0.6030245996945824,0.3602970449036842,-0.570814311504364,0,0.0506427251268155,0.08518030615852179,0.257795070670542,0.3602970449036842,0.20654408355397091,0.20654408355397091,1,1,1,1,1,1,1,1,1
1024,فندق,positive,0.9293013183930703,0.10992842900994537,0.4687010635608633,-0.3917611241340637,0,0.2790424217074538,0.2893147462854043,0.5026436036546263,0.4687010635608633,0.5196148737015078,0.5196148737015078,1,1,1,1,1,1,1,1,1
1024,ألا,positive,-0.15666316405639125,0.10992842900994537,0.620999562824708,0.7328360080718994,0,0.3267752089625404,0.3654639959173267,0.19142160925942073,0.10992842900994537,-0.023367367523222937,-0.023367367523222937,1,1,1,1,1,1,1,1,1
1024,##نكار,positive,0.26806436988926796,-1.0,0.40456635685904874,0.05272841453552246,0,-0.06866021467904021,0.1603963922123952,-0.10912309108389444,0.26806436988926796,-0.365967815055366,-0.365967815055366,1,0,1,1,1,1,1,1,1
1024,يناسب,positive,-1.0,-1.0,0.18144640498802334,0.2978353500366211,0,-0.3801795612438389,-0.40927679750598833,-0.6061845316706589,-1.0,-1.0,-1.0,0,1,1,1,1,1,1,1,1
1024,ميزان,positive,0.30306934279656494,-0.6241587283042793,0.7506994950236177,0.9146497249603271,0,0.3360649586190576,0.5268844189100913,0.14320336983863444,0.30306934279656494,-0.1605446927538572,-0.1605446927538572,1,1,1,1,1,1,1,1,1
1024,##يتك,positive,-0.20641415973842592,-0.6241587283042793,0.5404333379142849,0.7215031385421753,0,0.10784089710343875,0.1670095890879295,-0.0967131833761401,-0.20641415973842592,-0.4152864440213526,-0.4152864440213526,1,1,1,1,1,1,1,1,1
1024,##م,positive,0.22195016785662047,-0.517786408507789,0.5638989942553607,0.34131956100463867,1,0.1523455786522077,0.2816348644306296,0.0893542512013974,0.22195016785662047,-0.14791812032558427,-0.14791812032558427,1,1,1,1,1,1,1,1,1
1024,المحدودة,positive,-0.9486434067345807,-0.517786408507789,-1.0,-0.8352183699607849,0,-0.8254120463007887,-0.8919308883476829,-0.8221432717474566,-0.9486434067345807,-0.7332149076211849,-0.7332149076211849,1,1,0,1,0,0,0,1,1
1024,كأس,positive,0.6201272117057581,0.009063274547396194,0.2885674801608562,0.8004451990127563,0,0.4295507913566917,0.45434734593330717,0.3059193221380035,0.2885674801608562,0.31459524312657716,0.31459524312657716,1,1,1,1,1,1,1,1,1
1024,##رة,positive,-0.07209182364851341,0.009063274547396194,1.0,0.03771030902862549,0,0.24367043998187707,0.02338679178801084,0.31232381696629424,0.009063274547396194,-0.03151427455055861,-0.03151427455055861,1,1,1,1,1,1,1,1,1
1024,وكس,positive,0.2845251359329246,0.08119908166118761,0.5253107850560355,1.0,0,0.4727587506625369,0.40491796049448003,0.2970116675500492,0.2845251359329246,0.1828621087970561,0.1828621087970561,1,1,1,1,1,1,1,1,1
1024,##ائح,positive,0.09245824517557777,0.08119908166118761,-0.1474835363944711,0.0001938343048095703,0,0.006591906186775964,0.04069645798299859,0.008724596814098096,0.08119908166118761,0.08682866341838269,0.08682866341838269,1,1,1,1,1,1,1,1,1
1024,##ين,positive,-0.08621495667561374,0.23777074267503107,0.22300999157684354,0.008677363395690918,0,0.09581078524298794,0.11584367748626723,0.12485525919208695,0.22300999157684354,0.07577789299970866,0.07577789299970866,1,1,1,1,1,1,1,1,1
1024,أيضا,positive,0.5946843290207229,0.23777074267503107,0.7547031782991069,0.056640028953552246,0,0.4109495697371033,0.416227535847877,0.529052749998287,0.5946843290207229,0.416227535847877,0.416227535847877,1,1,1,1,1,1,1,1,1
1024,.,positive,0.6089041854462309,-0.05325039940901144,0.2052629013539924,-0.44029736518859863,1,0.08015483055065331,0.07600625097249047,0.2536388957970706,0.2052629013539924,0.27782689301860974,0.27782689301860974,1,1,1,1,1,1,1,1,1
1024,يوفر,positive,0.2324109073660241,0.013517187582799295,0.23455431187643527,-0.05384171009063721,0,0.10666017418365537,0.1229640474744117,0.16016080227508622,0.2324109073660241,0.1229640474744117,0.1229640474744117,1,1,1,1,1,1,1,1,1
1024,##ون,positive,0.01505353525031805,0.013517187582799295,0.4228568130556263,-0.19752204418182373,0,0.06347637292672997,0.014285361416558673,0.15047584529624788,0.01505353525031805,0.014285361416558673,0.014285361416558673,1,1,1,1,1,1,1,1,1
1024,في,positive,-0.1897411061619808,0.013517187582799295,0.42465507684504833,-0.29092252254486084,0,-0.010622841069748507,-0.08811195928959076,0.08281038608862228,0.013517187582799295,-0.08811195928959076,-0.08811195928959076,1,1,1,1,1,1,1,1,1
1024,الفندق,positive,-0.5182601611084203,0.013517187582799295,0.7211825490391943,-0.1404508352279663,0,0.018997185071401745,-0.0634668238225835,0.07214652517119109,0.013517187582799295,-0.2523714867628105,-0.2523714867628105,1,1,1,1,1,1,1,1,1
1024,غرف,positive,0.5964665907089257,-0.12155929062032889,0.32498897669637317,0.006467580795288086,1,0.20159096439506452,0.16572827874583063,0.2666320922616567,0.32498897669637317,0.23745365004429841,0.23745365004429841,1,1,1,1,1,1,1,1,1
1024,##ا,positive,0.570868491368064,-0.12155929062032889,0.5020910626680497,-0.04832679033279419,1,0.22576836827074764,0.22688213616762776,0.31713342113859494,0.5020910626680497,0.22465460037386753,0.22465460037386753,1,1,1,1,1,1,1,1,1
1024,نظيفة,positive,0.8924655732294546,0.4390145470500231,0.5195413803392559,-0.19445013999938965,1,0.414142840154836,0.4792779636946395,0.6170071668729112,0.5195413803392559,0.6657400601397389,0.6657400601397389,1,1,1,1,1,1,1,1,1
1024,ومر,positive,0.30428347082737517,0.1646136182198925,0.7135209600653334,-0.008339166641235352,1,0.29351972061784143,0.23444854452363384,0.39413934970420034,0.30428347082737517,0.23444854452363384,0.23444854452363384,1,1,1,1,1,1,1,1,1
1024,##يح,positive,-0.02814177578412358,-0.11502461269615016,0.6469420118048839,0.0735313892364502,1,0.14432675314026508,0.022694806726163308,0.16792520777487005,-0.02814177578412358,-0.07158319424013687,-0.07158319424013687,1,1,1,1,1,1,1,1,1
1024,##ة,positive,0.13592594246032697,-0.11502461269615016,0.42360547559457684,-0.07292640209197998,1,0.09289510081669342,0.03149977018417349,0.14816893511958454,0.13592594246032697,0.0104506648820884,0.0104506648820884,1,1,1,1,1,1,1,1,1
1024,ومج,positive,0.3600326554303199,0.04054632018019855,0.6478473820622268,-0.007775843143463135,1,0.26016262863232054,0.20028948780525924,0.3494754525575818,0.3600326554303199,0.20028948780525924,0.20028948780525924,1,1,1,1,1,1,1,1,1
1024,##ه,positive,0.38047209562648154,0.04054632018019855,0.34399677602998935,-0.048517823219299316,1,0.17912434215434253,0.19227154810509395,0.2550050639455565,0.34399677602998935,0.21050920790334005,0.21050920790334005,1,1,1,1,1,1,1,1,1
1024,##زة,positive,-0.4068478258606618,-0.07997608118604738,0.7581662844164629,-0.01042872667312622,1,0.06522841267415688,-0.0452024039295868,0.09044745912325125,-0.07997608118604738,-0.2434119535233546,-0.2434119535233546,1,1,1,1,1,1,1,1,1
1024,بوس,positive,0.5863066524723661,-0.07997608118604738,0.6346563743217168,0.005843639373779297,0,0.28670764624545375,0.2960751459230727,0.3803289818693452,0.5863066524723661,0.2531652856431594,0.2531652856431594,1,1,1,1,1,1,1,1,1
1024,##ائل,positive,0.5039364573879905,-0.07997608118604738,0.5394592465422134,0.011066317558288574,0,0.2436214850756113,0.25750138747313955,0.3211398742480522,0.5039364573879905,0.21198018810097158,0.21198018810097158,1,1,1,1,1,1,1,1,1
1024,الراحة,positive,0.9045920749924037,-0.07997608118604738,0.45122394714529857,-0.05953699350357056,1,0.30407573686202105,0.195843476820864,0.42527998031721825,0.45122394714529857,0.41230799690317815,0.41230799690317815,1,1,1,1,1,1,1,1,1
1024,الحديثة,positive,0.02006472873272025,-0.07997608118604738,0.4993291526796313,-9.489059448242188e-05,1,0.10983072740795544,0.009984919069118914,0.14647260007543472,0.02006472873272025,-0.029955676226663563,-0.029955676226663563,1,1,1,1,1,1,1,1,1
1024,.,positive,0.6089041854462309,0.022793017443059727,0.370023507484768,-0.2921074628829956,1,0.17740331187276576,0.19640826246391385,0.33390690345801954,0.370023507484768,0.3158486014446453,0.3158486014446453,1,1,1,1,1,1,1,1,1
1024,كانت,positive,0.12087039320143456,-0.085704602202614,0.48756173890129273,-0.18645977973937988,0,0.08406693754018335,0.017582895499410278,0.17424250996670443,0.12087039320143456,0.017582895499410278,0.017582895499410278,1,1,1,1,1,1,1,1,1
1024,إقام,positive,0.4659535332471345,-0.085704602202614,0.5856066490961522,-0.00981748104095459,0,0.23900952477492954,0.22806802610308996,0.3219518600468909,0.4659535332471345,0.19012446552226026,0.19012446552226026,1,1,1,1,1,1,1,1,1
1024,##تنا,positive,-0.06490001333277118,-0.085704602202614,0.42401421305299536,-0.031589388847351074,0,0.06045505216756478,-0.048244701090061126,0.09113653250587006,-0.06490001333277118,-0.07530230776769259,-0.07530230776769259,1,1,1,1,1,1,1,1,1
1024,لمدة,positive,0.4551530897601932,-0.085704602202614,0.7109172142691125,0.0901954174041748,0,0.2926402798077166,0.272674253582184,0.3601219006088972,0.4551530897601932,0.1847242437787896,0.1847242437787896,1,1,1,1,1,1,1,1,1
1024,20,positive,0.5705028219358923,-0.085704602202614,0.5274748400717992,-0.09379374980926514,0,0.2296198274989531,0.22088511893459262,0.3374243532683592,0.5274748400717992,0.24239910986663915,0.24239910986663915,1,1,1,1,1,1,1,1,1
1024,يوما,positive,0.506377951764653,-0.085704602202614,0.4074341492942244,0.021254658699035645,0,0.21234053938882474,0.21434440399663002,0.2760358329520878,0.4074341492942244,0.21033667478101947,0.21033667478101947,1,1,1,1,1,1,1,1,1
1024,في,positive,-0.1897411061619808,-0.085704602202614,0.37512699390332793,-0.15600699186325073,0,-0.014081426581129403,-0.12085579703293237,0.033227095179577705,-0.085704602202614,-0.1377228541822974,-0.1377228541822974,1,1,1,1,1,1,1,1,1
1024,الفندق,positive,-0.5182601611084203,-0.085704602202614,0.41422411275740156,-0.17580437660217285,0,-0.0913862567889514,-0.13075448940239343,-0.06324688351787759,-0.085704602202614,-0.30198238165551716,-0.30198238165551716,1,1,1,1,1,1,1,1,1
1024,حيث,positive,0.19202175161299984,-0.08729576749962265,0.4191452736543799,-1.7583370208740234e-05,0,0.1309634185993871,0.09600208412139555,0.17462375258925236,0.19202175161299984,0.052362992056688595,0.052362992056688595,1,1,1,1,1,1,1,1,1
1024,كنا,positive,0.7915589566784726,-0.08729576749962265,0.40434003820697506,-0.09356808662414551,0,0.2537587851904199,0.1585221353536762,0.36953440912860835,0.40434003820697506,0.352131594589425,0.352131594589425,1,1,1,1,1,1,1,1,1
1024,في,positive,-0.1897411061619808,-0.08729576749962265,0.3468413438108524,-0.11085224151611328,0,-0.010261942841716082,-0.09907400450786796,0.023268156716416317,-0.08729576749962265,-0.13851843683080173,-0.13851843683080173,1,1,1,1,1,1,1,1,1
