comment_id,token,polarity,lime_weight,shap_weight,ig_weight,deeplift_weight,human_annot,exai4_mean,exai4_median,exai3_mean,exai3_median,exai2_mean,exai2_median,lime_hard,shap_hard,ig_hard,deeplift_hard,exai4_mean_hard,exai4_median_hard,exai3_mean_hard,exai3_median_hard,exai2_mean_hard
1024,فندق,Positive,0.0025216149281075406,0.003050008704689189,1.0,0.3883267641067505,0,0.3484745969348868,0.19568838640571984,0.3351905412109322,0.003050008704689189,0.0027858118163983647,0.0027858118163983647,0,1,1,1,1,1,1,1,1
1024,يناسب,Positive,0.43362312227069943,-0.3032226142136848,0.24763900655106053,1.0,0,0.34450987865201876,0.34063106441088,0.12601317153602506,0.24763900655106053,0.06520025402850732,0.06520025402850732,1,0,1,1,1,1,1,1,1
1024,إمكانيات,Positive,-0.48369147011027114,-0.3032226142136848,-0.06620857283402581,-0.5301328897476196,1,-0.34581388672640034,-0.39345704216197797,-0.2843742190526606,-0.3032226142136848,-0.39345704216197797,-0.39345704216197797,0,0,1,0,0,0,0,1,0
1024,##ك,Positive,-0.5301912476604715,-0.5092228298031745,-0.12518288936834776,-0.5069292783737183,1,-0.417881561301428,-0.5080760540884464,-0.3881989889439979,-0.5092228298031745,-0.519707038731823,-0.519707038731823,0,0,1,0,0,0,0,1,0
1024,إن,Positive,-0.452710733634307,-0.5092228298031745,0.09708632557024965,-0.46486085653305054,0,-0.3324270236000706,-0.4587857950836788,-0.2882824126224106,-0.452710733634307,-0.48096678171874074,-0.48096678171874074,0,0,1,0,0,0,0,1,0
1024,فندق,Positive,0.0025216149281075406,0.6717389614074547,0.8363994537535666,0.2985273599624634,0,0.45229684751289806,0.48513316068495904,0.5035533433630429,0.6717389614074547,0.3371302881677811,0.3371302881677811,0,1,1,1,1,1,1,1,1
1024,ألان,Positive,0.20845774479082957,-0.22985488906573004,0.21283283888174354,-0.3237207531929016,0,-0.033071264646514636,-0.010698572137450235,0.06381189820228102,0.20845774479082957,-0.010698572137450235,-0.010698572137450235,1,0,1,0,1,1,1,1,1
1024,##كار,Positive,-0.505934930101077,-0.5544867694720654,-1.0,-0.34587156772613525,0,-0.6015733168248194,-0.5302108497865712,-0.6868072331910474,-0.5544867694720654,-0.5302108497865712,-0.5302108497865712,0,0,0,0,0,0,0,1,0
1024,يناسب,Positive,0.43362312227069943,-0.2092794895179021,0.040504802074263546,0.5116348266601562,0,0.19412081537180428,0.2370639621724815,0.0882828116090203,0.040504802074263546,0.11217181637639867,0.11217181637639867,1,0,1,1,1,1,1,1,1
1024,ميزاني,Positive,-0.1031764936873929,-0.930379802800493,0.4895496351285087,0.09427177906036377,0,-0.11243372057475337,-0.0044523573135145655,-0.18133555378645907,-0.1031764936873929,-0.516778148243943,-0.516778148243943,0,0,1,1,0,1,0,1,0
1024,##تكم,Positive,-0.3427987418711834,-0.8801878802565288,-0.2048636304221907,0.0780792236328125,0,-0.3374427572292726,-0.27383118614668706,-0.4759500841833009,-0.3427987418711834,-0.6114933110638561,-0.6114933110638561,0,0,1,1,0,0,0,1,0
1024,المحدودة,Positive,-0.8170694599284378,-0.724837626025493,-0.6056162913401624,-0.7285301685333252,0,-0.7190133864568546,-0.7266838972794091,-0.7158411257646978,-0.724837626025493,-0.7709535429769654,-0.7709535429769654,0,0,1,0,0,0,0,1,0
1024,كأس,Positive,-0.2707351654567376,-0.724837626025493,-0.3783830893240592,-0.21205013990402222,0,-0.396501505177578,-0.3245591273903984,-0.45798529360209655,-0.3783830893240592,-0.4977863957411153,-0.4977863957411153,0,0,1,0,0,0,0,1,0
1024,##رة,Positive,-0.4751857749623668,-0.7303788644017747,0.0794830412908607,-0.621698796749115,0,-0.43694509870559894,-0.548442285855741,-0.3753605326910936,-0.4751857749623668,-0.6027823196820707,-0.6027823196820707,0,0,1,0,0,0,0,1,0
1024,وك,Positive,-0.4644229623439513,-0.7303788644017747,-0.1999813969608666,-0.7429361939430237,0,-0.5344298544124041,-0.597400913372863,-0.4649277412355309,-0.4644229623439513,-0.597400913372863,-0.597400913372863,0,0,1,0,0,0,0,1,0
1024,##سا,Positive,-0.3114039202274308,-0.625204339677354,0.33488653106637667,-0.18852216005325317,0,-0.19756097222291533,-0.24996304014034199,-0.20057390961280272,-0.3114039202274308,-0.4683041299523924,-0.4683041299523924,0,0,1,0,0,0,0,1,0
1024,##ئ,Positive,-0.10367768917753817,-0.625204339677354,0.34324462679669665,-1.0,0,-0.3464093505145489,-0.3644410144274461,-0.12854580068606516,-0.10367768917753817,-0.3644410144274461,-0.3644410144274461,0,0,1,0,0,0,1,1,0
1024,##حين,Positive,-0.4934307075674158,-0.625204339677354,0.32360271708264343,-0.3358619809150696,0,-0.28272357776929896,-0.4146463442412427,-0.2650107767207088,-0.4934307075674158,-0.5593175236223848,-0.5593175236223848,0,0,1,0,0,0,0,1,0
1024,أيضا,Positive,0.17593935150611162,-0.625204339677354,0.5415010744500541,-0.24821287393569946,0,-0.03899419691422193,-0.03613676121479392,0.03074536209293725,0.17593935150611162,-0.2246324940856212,-0.2246324940856212,1,0,1,0,1,1,1,1,1
1024,.,Positive,-0.33380825332374886,-0.625204339677354,0.023198772582905924,-0.40197843313217163,1,-0.33444806338759214,-0.36789334322796025,-0.31193794013939896,-0.33380825332374886,-0.47950629650055143,-0.47950629650055143,0,1,1,1,1,0,1,1,1
1024,يوفر,Positive,-0.5176335527741274,-0.6979711443810146,0.07573002276456231,-0.0729682445526123,0,-0.303210729735798,-0.29530089866336984,-0.37995822479685987,-0.5176335527741274,-0.607802348577571,-0.607802348577571,0,0,1,1,0,0,0,1,0
1024,##ون,Positive,-0.27798344410241704,-0.6979711443810146,0.08608654280084949,-0.5826877355575562,0,-0.36813894531003455,-0.4303355898299866,-0.29662268189419405,-0.27798344410241704,-0.4879772942417158,-0.4879772942417158,0,0,1,0,0,0,0,1,0
1024,في,Positive,-0.02286326992047849,-0.6979711443810146,0.21116759140945573,-0.31995701789855957,0,-0.20740596019764923,-0.17141014390951903,-0.16988894096401244,-0.02286326992047849,-0.36041720715074654,-0.36041720715074654,0,0,1,0,0,0,1,1,1
1024,الفندق,Positive,-0.7991110875766156,-0.6979711443810146,0.1488869424385748,0.34939396381378174,0,-0.24970033142631842,-0.2745421009712199,-0.44939842983968514,-0.6979711443810146,-0.7485411159788151,-0.7485411159788151,0,0,1,1,0,0,0,1,0
1024,غرف,Positive,-1.0,-0.25061584046186214,-0.2654874643143649,-0.21756398677825928,1,-0.4334168228886216,-0.2580516523881135,-0.5053677682587424,-0.2654874643143649,-0.6253079202309311,-0.6253079202309311,0,0,1,0,0,0,0,1,0
1024,##ا,Positive,-0.006817324536254721,-0.25061584046186214,0.13988444815465706,-0.30865663290023804,1,-0.10655133743592446,-0.12871658249905843,-0.0391829056144866,-0.006817324536254721,-0.12871658249905843,-0.12871658249905843,0,0,1,0,0,0,1,1,1
1024,نظيفة,Positive,1.0,-0.25061584046186214,0.47568747489820473,-0.12322717905044556,1,0.27546111384647426,0.1762301479238796,0.40835721147878085,0.47568747489820473,0.37469207976906893,0.37469207976906893,1,0,1,1,1,1,1,1,1
1024,ومر,Positive,0.024959926951842792,-0.25061584046186214,0.19744630916811,-0.4043295383453369,1,-0.10813478567181156,-0.11282795675500967,-0.009403201447303111,0.024959926951842792,-0.11282795675500967,-0.11282795675500967,0,0,1,0,0,0,1,1,1
1024,##يحة,Positive,0.009627981861992652,0.37777431850578247,0.18128182005192994,-0.3854658007621765,1,0.04580457991438214,0.0954549009569613,0.189561373473235,0.18128182005192994,0.19370115018388756,0.19370115018388756,0,1,1,0,1,1,1,1,1
1024,ومج,Positive,-0.366159909964882,0.6986206191425157,0.15162942279061342,-0.38066577911376953,1,0.0258560882136194,-0.1072652435871343,0.16136337732274905,0.15162942279061342,0.16623035458881685,0.16623035458881685,0,1,1,0,1,0,1,1,1
1024,##هز,Positive,-0.3035434494021363,-0.18509480268074807,-0.08113510401076995,-0.45693594217300415,1,-0.2566773245666646,-0.24431912604144218,-0.1899244520312181,-0.18509480268074807,-0.24431912604144218,-0.24431912604144218,0,0,1,0,0,0,0,1,1
1024,##ة,Positive,0.5790705908294764,-0.18509480268074807,-0.08034182058957651,-0.40464508533477783,1,-0.022752779443906496,-0.1327183116351623,0.10454465585305062,-0.08034182058957651,0.19698789407436418,0.19698789407436418,1,0,1,0,1,0,1,1,1
1024,بوسائل,Positive,-0.008585374876195595,1.0,-0.20808125505319142,-0.41335010528564453,0,0.09249581619624211,-0.1083333149646935,0.261111123356871,-0.008585374876195595,0.4957073125619022,0.4957073125619022,0,1,1,0,1,0,1,1,1
1024,الراحة,Positive,0.161325401225346,1.0,0.4306691058551604,-0.186553955078125,1,0.35136013800059535,0.2959972535402532,0.5306648356935021,0.4306691058551604,0.580662700612673,0.580662700612673,1,1,1,0,1,1,1,1,1
1024,الحديثة,Positive,-0.10720886744694247,0.5333731370712054,0.06104910950172937,-0.4327163100242615,1,0.0136242672754327,-0.02307987897260655,0.1624044597086641,0.06104910950172937,0.21308213481213145,0.21308213481213145,0,1,1,0,1,1,1,1,1
1024,.,Positive,-0.33380825332374886,0.5994315252670117,-0.06546233411760982,-0.21710824966430664,1,-0.004236827959663403,-0.14128529189095823,0.066720312608551,-0.06546233411760982,0.13281163597163143,0.13281163597163143,0,1,1,1,1,0,1,1,1
1024,كانت,Positive,0.108709372866437,-1.0,0.33998722450244,-0.6059780120849609,0,-0.289320353679021,-0.24863431960926197,-0.183767800877041,0.108709372866437,-0.4456453135667815,-0.4456453135667815,1,0,1,0,0,0,0,1,0
1024,إقام,Positive,-0.55786839500287,-1.0,0.08220183895764777,-0.15076357126235962,0,-0.40660753182689546,-0.3543159831326148,-0.4918888520150741,-0.55786839500287,-0.778934197501435,-0.778934197501435,0,0,1,1,0,0,0,1,0
1024,##تنا,Positive,-0.2709202594825433,-1.0,-0.023343540504879523,-0.6309719085693359,0,-0.4813089271391897,-0.4509460840259396,-0.4314212666624743,-0.2709202594825433,-0.6354601297412716,-0.6354601297412716,0,0,1,0,0,0,0,1,0
1024,لمدة,Positive,-0.6871718535647184,-1.0,-0.06776856969004152,-0.5640418529510498,0,-0.5797455690514525,-0.6256068532578841,-0.58498014108492,-0.6871718535647184,-0.8435859267823592,-0.8435859267823592,0,0,1,0,0,0,0,1,0
1024,20,Positive,-0.9781503297005932,-1.0,0.12248754378890614,-0.5415347218513489,0,-0.5992993769407591,-0.7598425257759711,-0.6185542619705624,-0.9781503297005932,-0.9890751648502967,-0.9890751648502967,0,0,1,0,0,0,0,0,0
1024,يوما,Positive,-0.34757955577819344,-1.0,0.7146214599276854,-0.31883519887924194,0,-0.23794832368243746,-0.3332073773287177,-0.2109860319501693,-0.34757955577819344,-0.6737897778890967,-0.6737897778890967,0,0,1,0,0,0,0,1,0
1024,في,Positive,-0.02286326992047849,-1.0,0.32225450724989546,-0.5658912062644958,0,-0.3166249922337697,-0.29437723809248717,-0.23353625422352767,-0.02286326992047849,-0.5114316349602392,-0.5114316349602392,0,0,1,0,0,0,1,1,1
1024,الفندق,Positive,-0.7991110875766156,-1.0,0.3772703996359714,0.1994175910949707,0,-0.3056057742114184,-0.29984674824082247,-0.4739468959802147,-0.7991110875766156,-0.8995555437883078,-0.8995555437883078,0,0,1,1,0,0,0,1,0
1024,حيث,Positive,-0.38623603141427554,-0.3463404177556545,0.19658066319468448,0.013334155082702637,0,-0.13066540772313573,-0.16650313133647593,-0.1786652619917485,-0.3463404177556545,-0.366288224584965,-0.366288224584965,0,0,1,1,0,0,0,1,0
1024,كنا,Positive,0.24807052456380108,-0.3463404177556545,-0.0024009627055791016,-0.7342275381088257,0,-0.20872459850156455,-0.1743706902306168,-0.03355695196581084,-0.0024009627055791016,-0.04913494659592671,-0.04913494659592671,1,0,1,0,0,0,1,1,1
1024,في,Positive,-0.02286326992047849,-0.3463404177556545,0.3726674140067252,-0.5763179063796997,0,-0.14321354501227687,-0.1846018438380665,0.0011545754435307403,-0.02286326992047849,-0.1846018438380665,-0.1846018438380665,0,0,1,0,0,0,1,1,1
1024,رحلة,Positive,-0.40424984286837906,-0.3463404177556545,0.2629902560514126,-0.30224674940109253,0,-0.19746168849342838,-0.3242935835783735,-0.16253333485754032,-0.3463404177556545,-0.3752951303120168,-0.3752951303120168,0,0,1,0,0,0,0,1,0
1024,رسمية,Positive,-0.8958187695710139,-0.3463404177556545,0.2808806586936894,-0.35210490226745605,0,-0.32834585772510877,-0.3492226600115553,-0.320426176210993,-0.3463404177556545,-0.6210795936633342,-0.6210795936633342,0,0,1,0,0,0,0,1,0
1024,.,Positive,-0.33380825332374886,-0.3463404177556545,0.05623026303199041,-0.11842530965805054,1,-0.18558592942636587,-0.2261167814908997,-0.20797280268247098,-0.33380825332374886,-0.3400743355397017,-0.3400743355397017,0,1,1,1,1,0,1,1,1
1025,مكان,Positive,-0.24559915725197812,0.05347567118528396,1.0,0.6384992599487305,0,0.3615939434705091,0.3459874655670072,0.26929217131110195,0.05347567118528396,-0.09606174303334708,-0.09606174303334708,1,1,1,1,1,1,1,1,1
1025,مناسب,Positive,-0.0334795075206773,0.22299727744757014,-0.825357812254437,-0.3907524347305298,0,-0.25664811926451847,-0.21211597112560354,-0.21194668077584808,-0.0334795075206773,0.09475888496344642,0.09475888496344642,1,1,1,1,0,0,0,1,1
1025,لاست,Positive,0.056521999775285714,0.22299727744757014,0.09712187530749117,-0.3120049834251404,0,0.01615904227630166,0.07682193754138844,0.125547050843449,0.09712187530749117,0.13975963861142793,0.13975963861142793,1,1,1,1,1,1,1,1,1
1025,##متاع,Positive,-0.3535462517720167,-0.06829186573135793,0.13523178253560642,-0.14987629652023315,0,-0.10912065787200034,-0.10908408112579554,-0.09553544498925608,-0.06829186573135793,-0.21091905875168732,-0.21091905875168732,1,1,1,1,0,0,1,1,1
1025,كل,Positive,0.03629665401094995,-0.06829186573135793,-0.2716647319125518,-0.22015929222106934,0,-0.13095480896350728,-0.14422557897621363,-0.10121998121098659,-0.06829186573135793,-0.01599760586020399,-0.01599760586020399,1,1,1,1,0,0,1,1,1
